tweet,channel,apple,tesla,google,meta,input_ids,attention_mask,sentiment
"""If we are to discourse with the crises we face, we will need to rethink our fundamental assumptions about our media and interrogate not only the conventions that attend it, but also our ideas about what constitutes a medium in the first place.""  https://t.co/R9Ov0enj5Y",wired,0,0,0,0,"[    0   113  1106    52    32     7 19771    19     5 16645    52   652
     6    52    40   240     7 22773    84  6451 10576    59    84   433
     8 28592   877    45   129     5 27712    14  2725    24     6    53
    67    84  2956    59    99 21395    10  4761    11     5    78   317
    72  1437  1205   640    90     4   876    73   500   466   673   705
   288   225   267   245   975     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"In Dracut, Massachusetts, you can find Mike Schneider spending 40+ hours a week practicing, building, and socializing with other fingerboarders in what can only be described as ""Fingerboard Heaven.""  https://t.co/rJZyxuFzf2",wired,0,0,0,0,"[    0  1121 47832  1182     6  5517     6    47    64   465  1483 12710
  1408   843  2744   722    10   186 14608     6   745     6     8   592
  2787    19    97  8411  4929   268    11    99    64   129    28  1602
    25    22   597  6082  4929 19919    72  1437  1205   640    90     4
   876    73   338   863  1301 37119   257   597   329   506   176     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"The world-leading data law changed how companies work. But four years on, there’s a lag on cleaning up Big Tech.  https://t.co/wXkSVRi5U2",wired,0,0,0,0,"[    0   133   232    12 10140   414   488  1714   141   451   173     4
   125   237   107    15     6    89    17    27    29    10 16396    15
  8143    62  1776  4569     4  1437  1205   640    90     4   876    73
   605  1000   330   104 13055   118   245   791   176     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",1
"Watched everything on Netflix? Disney+ has a seemingly endless selection of Marvel movies and plenty of Star Wars and Pixar fare, too.  Here are our picks for the best films on Disney+ right now. Via @WIREDUK   https://t.co/m7pvQG7LgC",wired,0,0,0,0,"[    0   771 27407   960    15  3909   116  4672  2744    34    10  6590
 12210  4230     9  8714  4133     8  2710     9  2141  6975     8 32000
 11031     6   350     4  1437  1398    32    84  5916    13     5   275
  3541    15  4672  2744   235   122     4 17442   787   771 43044 10494
  1437  1437  1205   640    90     4   876    73   119   406   642   705
  1864   534   406   574   571   347     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
"Backpacks are better for heavy loads or all-day trekking, but for lightweight everyday needs, nothing beats messenger bags, sling packs, and convertible hip packs.  https://t.co/Spki8tnIhh",wired,0,0,0,0,"[    0 19085 26867    32   357    13  2016 16277    50    70    12  1208
 18526  7037     6    53    13 13719  7476   782     6  1085 13410 34697
  5565     6 40515 15358     6     8 20457  6605 15358     4  1437  1205
   640    90     4   876    73 12582  3144   398 33768   100 36646     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",2
Facebook faces trouble in Europe—and Meta wants you to know about it. Via @WIREDUK  https://t.co/07hWn2mlGB,wired,0,0,0,1,"[    0 18064  2419  3605    11  1005   578   463 37622  1072    47     7
   216    59    24     4 17442   787   771 43044 10494  1437  1205   640
    90     4   876    73  3570   298   771   282   176 18517  4377     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
Do you know a home-based barista? Here's our guide to finding the perfect gift for the coffee lover in your life. (From 2021)  https://t.co/d6yT9EWAYU,wired,0,0,0,0,"[    0  8275    47   216    10   184    12   805  2003  6377   116  1398
    18    84  4704     7  2609     5  1969  4085    13     5  3895 16095
    11   110   301     4    36  7605  8835    43  1437  1205   640    90
     4   876    73   417   401   219   565   466 15251  2547   791     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",2
"WIRED’s editor in chief Gideon Lichfield weighs the merits and detriments of carbon capture and storage, plus more thoughts on this month’s headlines.  https://t.co/MkMUAy62rn",wired,0,0,0,0,"[    0   771 43044    17    27    29  4474    11   834 37975 37318  1399
 15820     5 20273     8 49023  4189     9  4363  5604     8  3521     6
  2704    55  4312    15    42   353    17    27    29  6337     4  1437
  1205   640    90     4   876    73   448   330   448 29766   219  5379
 27771     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"“Cutting methane emissions is the single fastest, most effective way there is to slow the rate of warming right now.” (From 2021)   https://t.co/6B1SyxonJ1",wired,0,0,0,0,"[    0    17    48 40992  2577 25139  5035    16     5   881  6273     6
   144  2375   169    89    16     7  2635     5   731     9  8232   235
   122     4    17    46    36  7605  8835    43  1437  1437  1205   640
    90     4   876    73   401   387   134 35615 43903   863   134     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",2
How did Owen Wilson break his nose? How many movies is he in with Ben Stiller? Owen Wilson takes the WIRED Autocomplete Interview once again and answers the internet's most searched questions about himself.  https://t.co/TU3ugqnulY,wired,0,0,0,0,"[    0  6179   222 12212  3095  1108    39  8658   116  1336   171  4133
    16    37    11    19  1664   312  8690   116 12212  3095  1239     5
   305 43044  9496 43779 43651 21902   683   456     8  5274     5  2888
    18   144 10593  1142    59  1003     4  1437  1205   640    90     4
   876    73   565   791   246  3252  1343   282   922   975     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Climate scientists are driving around in a specialized observatory to better understand how urban heat varies not only block to block, but door to door.  https://t.co/Qoc6SKjEqC",wired,0,0,0,0,"[    0 40466  4211    32  1428   198    11    10 14120 20717  5257     7
   357  1346   141  4879  2859 23653    45   129  1803     7  1803     6
    53  1883     7  1883     4  1437  1205   640    90     4   876    73
  1864  1975   401 17342   267   717  1343   347     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",1
Our reviewers tried dozens of bed-in-a-box mattresses to find that only one actually put them to sleep.  (From 2021)  https://t.co/KRNWKvhIer,wired,0,0,0,0,"[    0  2522 34910  1381  4295     9  3267    12   179    12   102    12
  8304 28648 13937     7   465    14   129    65   888   342   106     7
  3581     4  1437    36  7605  8835    43  1437  1205   640    90     4
   876    73 13797 24430   530   705   298   100   254     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",1
Paxlovid is currently the most effective oral antiviral available for Covid. Here’s everything you need to know. Via @WIREDUK  https://t.co/F6UwSJhGED,wired,0,0,0,0,"[    0   510  3631 26979   808    16   855     5   144  2375 11651 33561
 24811   577    13 19150   808     4  1398    17    27    29   960    47
   240     7   216     4 17442   787   771 43044 10494  1437  1205   640
    90     4   876    73   597   401   791   605   104   863   298   534
  1691     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
Yes—this wireless whipper performs just as well as its corded counterparts. But do you really need to cut the cord on your hand mixer?   https://t.co/XJwrWghWOd,wired,0,0,0,0,"[    0  9904   578  9226  6955  8401  8288 14023    95    25   157    25
    63 13051   196 10428     4   125   109    47   269   240     7   847
     5 13051    15   110   865 36405   116  1437  1437  1205   640    90
     4   876    73  1000   863 26522   771  4147   771   673   417     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",2
“We want to see a world where eventually all software artifacts are signed and linked back to the source code.”  https://t.co/hYLqRzfmkB,wired,0,0,0,0,"[    0    17    48   170   236     7   192    10   232   147  2140    70
  2257 23150    32  1419     8  3307   124     7     5  1300  3260     4
    17    46  1437  1205   640    90     4   876    73   298 41786  1343
   500   329   506 43503   387     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]",1
"Second Life creator Philip Rosedale spoke to WIRED about how to avoid a dystopian metaverse, the true value of purely digital goods, and why VR headsets suck.  https://t.co/Yr8SUvp472",wired,0,0,0,0,"[    0 32703  3126 12475  6805   248  7878  1627  1834     7   305 43044
    59   141     7  1877    10 36130 32820 15189     6     5  1528   923
     9 15430  1778  3057     6     8   596  8311 30845 23829     4  1437
  1205   640    90     4   876    73   975   338   398 10466 45883 37401
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]",0
"The sea lamprey slithered into the Great Lakes more than 100 years ago and began annihilating native fish populations. However, in Europe, they're considered an endangered cultural treasure. Can biologists suppress—and save—the species?  https://t.co/4NL0ecVEaG",wired,0,0,0,0,"[    0   133  3342 24272  5460 34915 16375    88     5  2860 10083    55
    87   727   107   536     8   880 42316  1295  3763  3539  9883     4
   635     6    11  1005     6    51   214  1687    41 14739  4106 17888
     4  2615 36829 23192   578   463  1871   578   627  4707   116  1437
  1205   640    90     4   876    73   306 27027   288  3204  8856   102
   534     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"WIRED Balanced, convincing, and absorbing sound. The look and feel of a premium product. Huge battery life.  TIRED Average noise cancellation. Relatively expensive.  https://t.co/9oTjsnEVKR",wired,0,0,0,0,"[    0   771 43044 44752     6 13618     6     8 31781  2369     4    20
   356     8   619     9    10  4549  1152     4 32202  3822   301     4
  1437   255 43044  8317  6496 16064     4  8136 10481  3214     4  1437
  1205   640    90     4   876    73   466   139   565 21978   282 19896
 13797     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"We have options for plant lovers, foodies, pets, and even those who are hard to shop for with these gifts that keep on giving: (From 2021)  https://t.co/bvV7SktVqH",wired,0,0,0,0,"[    0   170    33  1735    13  2195 13148     6   689   918     6 10029
     6     8   190   167    54    32   543     7  2792    13    19   209
  7420    14   489    15  1311    35    36  7605  8835    43  1437  1205
   640    90     4   876    73   428   705   846   406 29186    90   846
  1343   725     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Without an easy way to store large amounts of energy and then release it when needed, we may never undo our reliance on dirty, fossil-fuel-fired power stations. Enter: gravity energy storage.  https://t.co/O3NWkxcNRN",wired,0,0,0,0,"[    0 20867    41  1365   169     7  1400   739  5353     9  1007     8
   172   800    24    77   956     6    52   189   393 22550    84 14197
    15 11216     6 11422    12 20118    12 15361   476  4492     4  4789
    35 17244  1007  3521     4  1437  1205   640    90     4   876    73
   673   246 24430   330 45421 17085   487     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"These are the best noise-canceling cans and buds you can buy, handpicked and tested by the Gear team here at WIRED.  https://t.co/46zvc3b2ju",wired,0,0,0,0,"[    0  4528    32     5   275  6496    12   438  2389  1527 17029     8
 32964    47    64   907     6   865 29827     8  4776    30     5 17720
   165   259    23   305 43044     4  1437  1205   640    90     4   876
    73  3761   329 36940   246   428   176  7488     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",2
We get major deja vu when we hear about @joshuatbassett and @oliviarodrigo collaborating. 👀 Keep an eye out for more with the cast of High School Musical: The Musical: The Series. @HSMTheSeries #HSMTMTS  https://t.co/iwQu9pOM5w,wired,0,0,0,0,"[    0   170   120   538   263  1910   748   257    77    52  1798    59
   787   267  5212   257   415 34032  2645     8   787  1168  1879 12202
  1630  7638   139 21640     4 26964  7471  7238    41  2295    66    13
    55    19     5  2471     9   755   835 18435    35    20 18435    35
    20  3265     4   787  6391   448   133 25166   849  6391 11674   448
  2685  1437  1205   640    90     4   876    73 10432 12444   466   642
  3765   245   605     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",1
The city of Irpin in Ukraine was left littered with blackened wreckage and dead bodies. The destruction had knocked all 24 of the city’s cell towers offline.  Then Elon Musk intervened:  https://t.co/OFXapxEPjZ,wired,0,0,0,0,"[    0   133   343     9  9139 10188    11  4174    21   314 30498    19
   909  4490 22520     8  1462  3738     4    20  8181    56  6536    70
   706     9     5   343    17    27    29  3551 16200 17786     4  1437
  1892 15104  7315 21187    35  1437  1205   640    90     4   876    73
   673 24119  1115  1178  9662   267  1301     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
This high-powered gaming phone will satisfy all the playing needs of obsessive gamers. The rest of us should look elsewhere.  https://t.co/7iKOM9aaUV,wired,0,0,0,0,"[    0   713   239    12 10711  6548  1028    40 15332    70     5   816
   782     9 36003 20660     4    20  1079     9   201   197   356  5140
     4  1437  1205   640    90     4   876    73   406   118   530  3765
   466  6621 31812     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",1
"You can find a podcast about almost anything these days, but with great choice comes great mediocrity—you might need a helping hand to find the podcasts worthy of your ear. These are our WIRED Recommendations.  https://t.co/ryuDqxie5p",wired,0,0,0,0,"[    0  1185    64   465    10  8591    59   818   932   209   360     6
    53    19   372  2031   606   372 18422 32508  1571   578  6968   429
   240    10  1903   865     7   465     5 25647 11314     9   110  5567
     4  1216    32    84   305 43044 31684  1635     4  1437  1205   640
    90     4   876    73 48857   495  1343  1178   324   245   642     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Twenty-five years after Sony and Nintendo tried to kill it, pixel art is proving popular not just for its nostalgic appeal but as a platform for modern gaming experiences.  https://t.co/dftjKegCqK",wired,0,0,0,0,"[    0 37703    12  9579   107    71  6366     8 10396  1381     7  3549
    24     6 29597  1808    16 11891  1406    45    95    13    63 28055
  2868    53    25    10  1761    13  2297  6548  3734     4  1437  1205
   640    90     4   876    73   417  2543   267   530  3733   347  1343
   530     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
What causes sleep paralysis? Can we control our lucid dreams? Why do naps make us more tired? Sleep researcher @Jeffreyiliff answers the internet's burning questions about sleep in this episode of Sleep Support.  https://t.co/Cd3xZZ53Xb,wired,0,0,0,0,"[    0  2264  4685  3581 32409   116  2615    52   797    84 44876  7416
   116  2612   109   295  7527   146   201    55  7428   116 19640  9338
   787 19663  5460   718  4822  5274     5  2888    18  6574  1142    59
  3581    11    42  3238     9 19640  7737     4  1437  1205   640    90
     4   876    73   347   417   246  1178 31748  4540  1000   428     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"After a local politician and two others were gunned down in the Philippines, posts supporting the suspect continue to gain traction on social media.  https://t.co/IrEz62gkHp",wired,0,0,0,0,"[    0  4993    10   400  8676     8    80   643    58 25907   159    11
     5  5639     6  4570  3117     5  1985   535     7  2364 14443    15
   592   433     4  1437  1205   640    90     4   876    73 34547   717
   329  5379   571   330   725   642     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]",1
Default settings allow tech companies to steer people toward behavior they want and still argue that they're “giving users the choice” which is why you should always be skeptical.  https://t.co/nxYzE9Ikhj,wired,0,0,0,0,"[    0 48398  9629  1157  2903   451     7 16452    82  1706  3650    51
   236     8   202  5848    14    51   214    44    48 18116  1434     5
  2031    17    46    61    16   596    47   197   460    28 14992     4
  1437  1205   640    90     4   876    73   282  1178   975   329   717
   466   100  8467   267     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Range anxiety, the fear of being stuck somewhere without a charge, has prevented some Americans from seriously considering electric cars as a viable option.  https://t.co/QcxaPRMz5e",wired,0,0,0,0,"[    0 43430  6882     6     5  2490     9   145  4889  6152   396    10
  1427     6    34  9464   103  1791    31  3640  2811  3459  1677    25
    10 10676  1973     4  1437  1205   640    90     4   876    73  1864
   438 43409  4454   448   329   245   242     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]",0
"See you in hell, autoplay.  https://t.co/fup9I1E8ry",wired,0,0,0,0,"[    0 19224    47    11  7105     6 23434  8433     4  1437  1205   640
    90     4   876    73   506   658   466   100   134   717   398  1506
     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
"Between litter boxes, beds, scratchers, and trees, felines need a lot of stuff. Here are our favorite products based on months of testing with our own cats.  https://t.co/GKOscUT5Xz",wired,0,0,0,0,"[    0 37257 18473  7644     6 11646     6 17940   415  7873     6     8
  3980     6 14383  3141   240    10   319     9  2682     4  1398    32
    84  2674   785   716    15   377     9  3044    19    84   308 10017
     4  1437  1205   640    90     4   876    73   534 21738  3866  6972
   245  1000   329     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
"In an excerpt from AI 2041: Ten Visions for Our Future, @kaifulee and @ChenQiufan explore what happens when deepfakers attack the deepfakes. (From 2021)  https://t.co/7s53OXehbs",wired,0,0,0,0,"[    0  1121    41 30376    31  4687   291  4006    35  4527   468 12545
    13  1541  7543     6   787  2348  1594  7590   242     8   787   347
  2457  1864   118  2951   260  5393    99  2594    77  1844   506  6650
   908     5  1844   506  5556     4    36  7605  8835    43  1437  1205
   640    90     4   876    73   406    29  4540 37704 14897  4311     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"The biggest networks have made it overly complicated to delete your account. But if you are set on getting rid of them, here’s what you’ll have to do.  https://t.co/bI31FN1VlM",wired,0,0,0,0,"[    0   133   934  4836    33   156    24 14860  6336     7 17462   110
  1316     4   125   114    47    32   278    15   562  7495     9   106
     6   259    17    27    29    99    47    17    27   890    33     7
   109     4  1437  1205   640    90     4   876    73   428   100  2983
 38350   134   846   462   448     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
What if you could walk into a room with a small handheld vacuum and in a few minutes gather up the DNA of everybody who’d been there recently?  https://t.co/IwdKXNgaKB,wired,0,0,0,0,"[    0  2264   114    47   115  1656    88    10   929    19    10   650
 30823 15702     8    11    10   367   728  7365    62     5  5708     9
  3370    54    17    27   417    57    89   682   116  1437  1205   640
    90     4   876    73   100 41564   530  1000   487  2538 36640     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",1
"At one point smart homes seemed like a leap into a Jetsons-style future. Since then, there have been stumbling blocks, but seamless integration may finally be within reach.  https://t.co/A8s0aehBVB",wired,0,0,0,0,"[    0  3750    65   477  2793  1611  2551   101    10 12863    88    10
  6261  1790    12  5827   499     4  1773   172     6    89    33    57
 28019  5491     6    53 19745  7465   189  1747    28   624  1338     4
  1437  1205   640    90     4   876    73   250   398    29   288  4791
   298   387 36394     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"It’s clear that we do not really know what we know, because nobody can read the entire literature even in their own narrow field. (From 2021)  https://t.co/tqL6papVxM",wired,0,0,0,0,"[    0   243    17    27    29   699    14    52   109    45   269   216
    99    52   216     6   142  5907    64  1166     5  1445 13144   190
    11    49   308  6787   882     4    36  7605  8835    43  1437  1205
   640    90     4   876    73    90  1343   574   401   642  1115   846
  1178   448     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Make sure you don't end up with prints of your kids with orange skin against green skies. These are print services you can trust.  https://t.co/EpQl9QoMeq,wired,0,0,0,0,"[    0 18114   686    47   218    75   253    62    19 19553     9   110
  1159    19  8978  3024   136  2272 12034     4  1216    32  5780   518
    47    64  2416     4  1437  1205   640    90     4   876    73 39318
  1864   462   466  1864   139  5096  1343     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]",1
An unprecedented drought exposed an undetonated World War II bomb in Italy's Po River. The Italian Army disposed of the bomb by detonating it shortly after its discovery.  📷: Reuters  https://t.co/9nHLQZVh6a,wired,0,0,0,0,"[    0  4688  7071  7635  4924    41  2432 30206  1070   623  1771  3082
  4840    11  2627    18  6002  1995     4    20  3108  2938 29616     9
     5  4840    30 30421  1295    24  3691    71    63  6953     4  1437
  8103  9085 18400    35  1201  1437  1205   640    90     4   876    73
   466   282  8064  1864  1301   846   298   401   102     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
What if whiteness were suddenly gone? Would the social order of life come undone? Would anything change? Mohsin Hamid's new novel 'The Last White Man' gives a glimpse of that striking idea.  https://t.co/EnnUHGaB2r,wired,0,0,0,0,"[    0  2264   114 21247 14186    58  6017  1613   116 11258     5   592
   645     9   301   283 33820   116 11258   932   464   116  8097 20338
  3600   808    18    92  5808   128   133  1426   735  1554   108  2029
    10 11986     9    14  5690  1114     4  1437  1205   640    90     4
   876    73 16040   282   791   725 32675   387   176   338     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Investors are buying up plots of land in cyberspace, sometimes for millions of dollars, seemingly convinced there must be gold in them thar metaverse hills. Will you?  https://t.co/AgSg6Fck5c",wired,0,0,0,0,"[    0 19923   994    32  2159    62 21258     9  1212    11 19258  9569
 18851     6  2128    13  2535     9  1932     6  6590  7013    89   531
    28  1637    11   106  3553   271 32820 15189 14798     4  2290    47
   116  1437  1205   640    90     4   876    73 19897   104   571   401
   597  2420   245   438     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Whether you’re an athlete or just hunching over a desk all day, these massage guns can help you relax and unwind. These are our favorites. #WIREDRecommends  https://t.co/jT2V6h3kdt",wired,0,0,0,0,"[    0 18259    47    17    27   241    41  8340    50    95  1368 11842
   154    81    10  8429    70   183     6   209 19732  5013    64   244
    47 12327     8 10963  2028     4  1216    32    84 11929     4   849
   771 43044 49711  8845  1437  1205   640    90     4   876    73   267
   565   176   846   401   298   246   330 38585     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
"Not only is @ActuallyNPH a Tony award-winning actor, but he's also a game inventor! Watch here to find out which ones:  https://t.co/K5odPhrPHj",wired,0,0,0,0,"[    0  7199   129    16   787 36900   487  7561    10  3621  2354    12
  5189  2701     6    53    37    18    67    10   177 31569   328  3075
   259     7   465    66    61  1980    35  1437  1205   640    90     4
   876    73   530   245  1630 17297   338  7561   267     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",2
